iter	Logloss
302	0.1086016306
303	0.1085063557
304	0.1084614996
305	0.1083972646
306	0.1083129913
307	0.1082482431
308	0.108157512
309	0.1080932301
310	0.1080343313
311	0.1079671211
312	0.1079044301
313	0.1078457161
314	0.1077789163
315	0.1077098254
316	0.1076413914
317	0.1075604539
318	0.1074860679
319	0.1074276127
320	0.1073708699
321	0.1072994978
322	0.1072306698
323	0.1071920518
324	0.1071341012
325	0.1070890884
326	0.1070395924
327	0.1069750873
328	0.1069093682
329	0.1068539068
330	0.1067936972
331	0.1067333676
332	0.1066885948
333	0.1066257103
334	0.106563695
335	0.1064828572
336	0.1063956091
337	0.1063339721
338	0.1062944912
339	0.1062226842
340	0.1061598569
341	0.106103483
342	0.1060589547
343	0.1060155344
344	0.1059582935
345	0.1059064185
346	0.1058606271
347	0.1057809037
348	0.1057063794
349	0.105655303
350	0.1056232296
351	0.105552763
352	0.1055243388
353	0.10547573
354	0.1054267116
355	0.105361335
356	0.1053012365
357	0.1052167073
358	0.1051341114
359	0.1050784381
360	0.1049987656
361	0.1049481715
362	0.104886451
363	0.1048358244
364	0.1047671043
365	0.1047047329
366	0.1046266978
367	0.1045728636
368	0.1045097477
369	0.1044710124
370	0.1044130174
371	0.1043516578
372	0.1043137955
373	0.1042403558
374	0.1041729911
375	0.1041000803
376	0.1040560232
377	0.1040038196
378	0.1039567297
379	0.1038835687
380	0.103798343
381	0.1037307246
382	0.1036810123
383	0.103602011
384	0.103541018
385	0.1034664299
386	0.1034025408
387	0.1033533598
388	0.1033133512
389	0.1032529824
390	0.1031787526
391	0.1031166658
392	0.1030644525
393	0.103019342
394	0.1029536395
395	0.1028859215
396	0.1028080679
397	0.1027673641
398	0.1027051222
399	0.1026627833
400	0.1026010847
401	0.1025443029
402	0.1024963062
403	0.1024535117
404	0.1024180028
405	0.1023629113
406	0.1023039208
407	0.1022392486
408	0.1021838739
409	0.1021210767
410	0.1020662312
411	0.1020023056
412	0.1019306386
413	0.1018398419
414	0.1017859971
415	0.1017269791
416	0.1016898953
417	0.1016383446
418	0.1015566677
419	0.1015113714
420	0.1014664801
421	0.1014156222
422	0.1013724105
423	0.101331201
424	0.1012754762
425	0.1012175272
426	0.1011578906
427	0.1010746239
428	0.1010065268
429	0.1009570096
430	0.1008935728
431	0.1008387058
432	0.1007919662
433	0.1007378956
434	0.1006924548
435	0.1006549896
436	0.1005984844
437	0.1005430471
438	0.1004679122
439	0.1004299494
440	0.1003773781
441	0.1003541246
442	0.1003166813
443	0.1002585156
444	0.1001886355
445	0.1001356329
446	0.1000800185
447	0.1000444917
448	0.09997978277
449	0.09990396206
450	0.09983122314
451	0.09978102311
452	0.09972034385
453	0.09966779236
454	0.09962067019
455	0.099576468
456	0.09952237319
457	0.09947706144
458	0.09944986549
459	0.09935106156
460	0.09928888201
461	0.09925351586
462	0.09921029266
463	0.09914508323
464	0.09909680845
465	0.09905557106
466	0.09899906039
467	0.09894405598
468	0.09888316002
469	0.09884703761
470	0.09882249669
471	0.09877943318
472	0.0987543852
473	0.09870880695
474	0.09867578121
475	0.09864385332
476	0.09860868337
477	0.09855104659
478	0.09852798321
479	0.09847736115
480	0.09842724676
481	0.09836958111
482	0.09833560461
483	0.09827224221
484	0.09819657598
485	0.09815725205
486	0.09807504807
487	0.09803300743
488	0.09799693175
489	0.09796359793
490	0.09792413528
491	0.09785847392
492	0.09781240438
493	0.09778499595
494	0.09776108557
495	0.09767823232
496	0.09762975209
497	0.09753520682
498	0.09750159256
499	0.09743858083
500	0.09739542811
501	0.09732153912
502	0.09728072228
503	0.09725757686
504	0.09720107187
505	0.0971333602
506	0.0970871759
507	0.09702911856
508	0.09700706932
509	0.09697544691
510	0.09692337858
511	0.09686218627
512	0.09676192497
513	0.09670642411
514	0.09665531424
515	0.0966173338
516	0.09658983593
517	0.09649404324
518	0.09643208008
519	0.0963899318
520	0.09635436098
521	0.09632529217
522	0.09628761721
523	0.09624305991
524	0.09621286288
525	0.09616991637
526	0.09612685278
527	0.09608090398
528	0.09600999159
529	0.09595402124
530	0.09588484611
531	0.09585940706
532	0.09581622004
533	0.09578278497
534	0.09571959431
535	0.09569061821
536	0.09564841008
537	0.09557931427
538	0.09555408641
539	0.09550000512
540	0.09545748421
541	0.09537816684
542	0.09530212917
543	0.09525942308
544	0.09520474153
545	0.09516415118
546	0.09512118224
547	0.09507284008
548	0.0950383626
549	0.09497033731
550	0.09493203556
551	0.09487604819
552	0.0948207917
553	0.09478151045
554	0.0947214301
555	0.09467850451
556	0.0946174152
557	0.0945777699
558	0.09451639574
559	0.09447110022
560	0.09443884065
561	0.09438113415
562	0.09435183475
563	0.09431005499
564	0.09424677063
565	0.09422240523
566	0.09420276421
567	0.09416552803
568	0.09412743575
569	0.09408390563
570	0.0940473932
571	0.09402401277
572	0.09399382773
573	0.09396268316
574	0.09391577345
575	0.09386095483
576	0.09381316428
577	0.09373310575
578	0.0936986261
579	0.09366180723
580	0.09364415385
581	0.09358145376
582	0.09351740674
583	0.09346779269
584	0.09342839675
585	0.09338659553
586	0.09332071583
587	0.0932395962
588	0.09319758539
589	0.09315654716
590	0.09312364389
591	0.09309880439
592	0.09307412435
593	0.0930239742
594	0.09295490693
595	0.09289741714
596	0.09286777689
597	0.09281675396
598	0.09277626398
599	0.09273278736
600	0.09264662582
601	0.09258836991
602	0.09256430338
603	0.09252454215
604	0.09249251107
605	0.09242541355
606	0.09238559128
607	0.09234957562
608	0.09232298501
609	0.09225860919
610	0.09224176461
611	0.09220769339
612	0.09217414459
613	0.09213507573
614	0.09209949242
615	0.09208181269
616	0.09206273717
617	0.09201007291
618	0.09197671251
619	0.09194235672
620	0.09190314731
621	0.09183085991
622	0.09178834445
623	0.09170233412
624	0.09166285074
625	0.09162573753
626	0.09159913604
627	0.09157652909
628	0.09155473869
629	0.09152531961
630	0.09145723088
631	0.09140639918
632	0.0913592193
633	0.09133555341
634	0.0912868768
635	0.09124106065
636	0.0912306261
637	0.0911642045
638	0.09110950685
639	0.09106785714
640	0.09103073993
641	0.09099767893
642	0.09095572424
643	0.09091624062
644	0.0908661287
645	0.09082603515
646	0.09077231867
647	0.09073785628
648	0.09069933464
649	0.09068215935
650	0.09064057953
651	0.09057817318
652	0.09049897381
653	0.09046614241
654	0.09041666171
655	0.09038725818
656	0.0903390453
657	0.09028091518
658	0.09022906807
659	0.09017852304
660	0.09014625859
661	0.09008303989
662	0.09005506112
663	0.08999169659
664	0.08994892672
665	0.08990618047
666	0.0898610449
667	0.08974766527
668	0.08970051313
669	0.08965989553
670	0.08961536108
671	0.08955022733
672	0.08949458237
673	0.08947184077
674	0.08945307333
675	0.08939322199
676	0.08933005459
677	0.08928736099
678	0.08925354416
679	0.08919491208
680	0.08914377396
681	0.08909352591
682	0.08904424236
683	0.0890104677
684	0.08896005728
685	0.08891185382
686	0.08888951843
687	0.08882340318
688	0.08878275751
689	0.08871529365
690	0.08869748365
691	0.08864469921
692	0.08859965082
693	0.08853020641
694	0.08848139527
695	0.0884571175
696	0.08842207522
697	0.08839261357
698	0.08837026611
699	0.08831226857
700	0.08827115633
701	0.08824108643
702	0.08818736554
703	0.08811604282
704	0.08806371199
705	0.08801532718
706	0.08796939442
707	0.08793630394
708	0.08789603022
709	0.08786354879
710	0.087824057
711	0.08781079408
712	0.0877697911
713	0.08773592132
714	0.08768210757
715	0.08762050621
716	0.08757290264
717	0.08754335005
718	0.08751773326
719	0.08747897392
720	0.08743077821
721	0.0873857529
722	0.08731641952
723	0.08727625334
724	0.08721938366
725	0.08718700333
726	0.08713115282
727	0.08707792771
728	0.08704992856
729	0.08699022625
730	0.08690211435
731	0.08683953955
732	0.08680001308
733	0.08673920921
734	0.08670311438
735	0.08666724422
736	0.08664992625
737	0.0866170845
738	0.08657749376
739	0.08651509537
740	0.08646146377
741	0.08642121945
742	0.08638694734
743	0.08632979081
744	0.08629684198
745	0.08626461308
746	0.08623297127
747	0.08618167578
748	0.08611485637
749	0.08608279472
750	0.08604139179
751	0.08600691633
752	0.0859716972
753	0.08593623362
754	0.08589582746
755	0.08586424546
756	0.08581794759
757	0.08577604917
758	0.08572572574
759	0.0857076875
760	0.08567996848
761	0.08565458867
762	0.08561572031
763	0.08558105366
764	0.08554048292
765	0.08549380282
766	0.08547742268
767	0.08543743744
768	0.08541237796
769	0.08535547982
770	0.08531813975
771	0.08529074872
772	0.08522322108
773	0.08519185892
774	0.08517112364
775	0.08515702343
776	0.0851223879
777	0.08505620227
778	0.08501607318
779	0.08497744337
780	0.0849296662
781	0.08489952113
782	0.08485459481
783	0.08479197528
784	0.08473280711
785	0.08469226533
786	0.0846605325
787	0.08458339862
788	0.08449317528
789	0.08444181714
790	0.0843932025
791	0.08435577147
792	0.0843161287
793	0.08429417389
794	0.08425646404
795	0.08422658268
796	0.08420635456
797	0.08416552495
798	0.08412059528
799	0.08406657498
800	0.08399590707
801	0.0839739212
802	0.08391770159
803	0.08388044419
804	0.08386513645
805	0.08384670331
806	0.08379590463
807	0.08374992596
808	0.08371924533
809	0.08366836491
810	0.08360079884
811	0.08356872511
812	0.08352935653
813	0.08348768252
814	0.08343663513
815	0.08339203542
816	0.08336020313
817	0.0833510847
818	0.08331392838
819	0.0832720761
820	0.08323405863
821	0.08321335468
822	0.08318885386
823	0.08317653212
824	0.08313748304
825	0.08308927646
826	0.08305054937
827	0.08303650094
828	0.08299916469
829	0.08297683959
830	0.08293875039
831	0.08291597785
832	0.08288650011
833	0.08286944987
834	0.08282201327
835	0.08277283877
836	0.08273493157
837	0.08272050043
838	0.08268089789
839	0.08263027586
840	0.08261930764
841	0.08256588463
842	0.0825522811
843	0.08254037573
844	0.08249728887
845	0.08247947441
846	0.08245877166
847	0.08241800941
848	0.08239278831
849	0.08236373126
850	0.08234351788
851	0.0822919545
852	0.08227363243
853	0.08223885892
854	0.08220192513
855	0.08217062516
856	0.08213514999
857	0.08208722823
858	0.08204567737
859	0.08199751185
860	0.08195557742
861	0.08193560006
862	0.08189343899
863	0.08186230976
864	0.08184635995
865	0.08182784944
866	0.08178327099
867	0.08173557037
868	0.0816950568
869	0.0816456175
870	0.08162798013
871	0.08157985838
872	0.08153512867
873	0.08152098557
874	0.08150970576
875	0.08147403862
876	0.08145780124
877	0.08139672869
878	0.08136924678
879	0.08134870722
880	0.0813240147
881	0.08127845385
882	0.08121474621
883	0.08118402018
884	0.08114589928
885	0.08113304149
886	0.08108788292
887	0.08106652634
888	0.08102130438
889	0.08098733168
890	0.08093085302
891	0.08090291686
892	0.08083630324
893	0.08080768113
894	0.08076919858
895	0.08071279288
896	0.08069016304
897	0.08065595357
898	0.08064126222
899	0.08061278806
900	0.08058202081
901	0.08056059151
902	0.08052015967
903	0.08046163382
904	0.08042077007
905	0.08039796198
906	0.08037712851
907	0.08031504929
908	0.08026934263
909	0.08021372581
910	0.08015896622
911	0.08013096667
912	0.08006498497
913	0.08002903586
914	0.08002088764
915	0.07995125416
916	0.07989288372
917	0.07986237913
918	0.0798313358
919	0.07978718031
920	0.07974642187
921	0.07970596343
922	0.07968496466
923	0.07965801365
924	0.07963194362
925	0.0796091447
926	0.07956304356
927	0.07953936517
928	0.07949581881
929	0.0794625161
930	0.07941489771
931	0.07938908852
932	0.07935041042
933	0.07931099774
934	0.07927025835
935	0.0792550224
936	0.07919949995
937	0.07918514773
938	0.07916150375
939	0.07913127609
940	0.07910895151
941	0.0790596394
942	0.07903009264
943	0.07898415754
944	0.07893999553
945	0.07889754339
946	0.07887581628
947	0.07882648485
948	0.07880362779
949	0.0787783118
950	0.07874354646
951	0.07872561476
952	0.07869865996
953	0.07864847076
954	0.07860982567
955	0.07858438253
956	0.07850748327
957	0.07847202936
958	0.07844810859
959	0.07842036885
960	0.0783686979
961	0.07833199684
962	0.078301869
963	0.07828911927
964	0.07826231358
965	0.07825458178
966	0.07823092711
967	0.07819442153
968	0.07817077991
969	0.07814846484
970	0.07811627337
971	0.078055396
972	0.07803635373
973	0.07799446874
974	0.07797397986
975	0.07794161273
976	0.07787707366
977	0.07786126963
978	0.07783310425
979	0.07780189257
980	0.07775786588
981	0.07771757183
982	0.07770087775
983	0.07766819739
984	0.07765180266
985	0.07758634996
986	0.07753927822
987	0.07750827966
988	0.07748260758
989	0.077437486
990	0.07741327976
991	0.07738349894
992	0.07733886248
993	0.07731346907
994	0.07728097655
995	0.07723904543
996	0.07721008041
997	0.07717788142
998	0.07710565361
999	0.07705770096
